"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"03-05-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-06-2025","Instagram","devilsreserve","","","","0","0","0","74","211","7","9.46%","6","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"03-06-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-07-2025","Instagram","devilsreserve","","","","0","0","0","59","152","4","6.78%","3","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"03-07-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-08-2025","Instagram","devilsreserve","","","","0","0","1","79","96","7","8.86%","3","2","2","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"03-08-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-09-2025","Instagram","devilsreserve","","","","0","0","0","14","81","3","21.43%","2","1","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"03-09-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-10-2025","Instagram","devilsreserve","","","","0","0","1","16","69","1","6.25%","1","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"03-10-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-11-2025","Instagram","devilsreserve","","","","0","0","1","59","59","1","1.69%","1","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"03-11-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-12-2025","Instagram","devilsreserve","","","","0","0","2","269","52","1","0.37%","1","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","2","","","","","0","0",""
"03-12-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-13-2025","Instagram","devilsreserve","","","","1","1","4","179,808","24","1","0%","1","0","0","","0","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","4","0","0","0","","","","","0","0",""
"03-13-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-14-2025","Instagram","devilsreserve","","","","1","1","1","226,255","11","5","0%","3","1","1","","0","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","0","","","","","0","0",""
"03-14-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-15-2025","Instagram","devilsreserve","","","","0","0","1","190,687","155","14","0.01%","11","1","2","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"03-15-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-16-2025","Instagram","devilsreserve","","","","0","0","2","170,096","488","22","0.01%","17","3","1","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","1","","","","","0","0",""
"03-16-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-17-2025","Instagram","devilsreserve","","","","1","1","4","157,918","288","12","0.01%","10","0","2","","0","","","","","","","","","","","","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","3","","","","","0","0",""
"03-17-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-18-2025","Instagram","devilsreserve","","","","0","0","1","154,342","199","12","0.01%","11","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","0","","","","","0","0",""
"03-18-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-19-2025","Instagram","devilsreserve","","","","0","0","0","164,807","149","18","0.01%","14","3","0","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","","","","","0","0",""
"03-19-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-20-2025","Instagram","devilsreserve","","","","1","1","4","163,904","117","12","0.01%","11","0","1","","0","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","3","","","","","0","0",""
"03-20-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-21-2025","Instagram","devilsreserve","","","","0","0","1","170,593","162","9","0.01%","9","0","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"03-21-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-22-2025","Instagram","devilsreserve","","","","0","0","3","165,548","291","17","0.01%","15","1","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","3","","","","","0","0",""
"03-22-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-23-2025","Instagram","devilsreserve","","","","0","0","3","184,694","191","15","0.01%","11","1","2","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","3","","","","","0","0",""
"03-23-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-24-2025","Instagram","devilsreserve","","","","0","0","1","165,231","143","6","0%","5","0","0","","1","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"03-24-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-25-2025","Instagram","devilsreserve","","","","0","0","1","147,072","112","8","0.01%","7","1","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"03-25-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-26-2025","Instagram","devilsreserve","","","","0","0","1","146,070","71","7","0%","5","1","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"03-26-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-27-2025","Instagram","devilsreserve","","","","1","1","1","133,073","36","3","0%","3","0","0","","0","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","1","0","0","0","","","","","0","0",""
"03-27-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-28-2025","Instagram","devilsreserve","","","","0","0","1","148,022","108","5","0%","4","0","1","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","1","","","","","0","0",""
"03-28-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-29-2025","Instagram","devilsreserve","","","","0","0","4","141,926","269","12","0.01%","11","1","0","","0","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","2","0","0","2","","","","","0","0",""
"03-29-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-30-2025","Instagram","devilsreserve","","","","1","1","4","141,156","166","8","0.01%","7","0","1","","0","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","3","0","0","1","","","","","0","0",""
"03-30-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"03-31-2025","Instagram","devilsreserve","","","","2","2","4","104,324","183","9","0.01%","8","1","0","","0","","","","","","","","","","","","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","3","0","0","1","","","","","0","0",""
"03-31-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"04-01-2025","Instagram","devilsreserve","","","","2","2","6","10,041","573","18","0.18%","15","2","1","","0","","","","","","","","","","","","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","4","0","0","0","","","","","0","1",""
"04-01-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"04-02-2025","Instagram","devilsreserve","630","5","5","2","2","6","9,191","992","25","0.27%","20","0","5","","0","","","","","","","","","","","","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","3","0","0","0","","","","","0","1",""
"04-02-2025","TikTok","'@devilsreserve","","","","0","0","0","0","0","0","0%","0","0","0","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
