"Date","Network","Profile","Audience","Net Audience Growth","Published Posts","Public Engagements","Public Engagements per Post","% Audience Growth","Published Carousels","Published Videos","Published Photos","Published Links","Published Text","Reactions","Comments","Shares","Top Hashtags by Lifetime Public Engagements"
"02-08-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-09-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-09-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-09-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-09-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-09-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-10-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-10-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-10-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-10-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-10-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-11-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-11-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-11-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-11-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-11-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-12-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-12-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-12-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-12-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-12-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-13-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-13-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-13-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-13-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-13-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-14-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-14-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-14-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-14-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-14-2025","Instagram","tequilacazadores","","","1","50","50","","0","0","1","0","0","48","2","0","#ValentinesDay, #TequilaCazadores, #RealTequilaForRealPeople"
"02-15-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-15-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-15-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-15-2025","Instagram","pinkwhitney","","","1","7,944","7,944","","1","0","0","0","0","7,935","9","0",""
"02-15-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-16-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-16-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-16-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-16-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-16-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-17-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-17-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-17-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-17-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-17-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-18-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-18-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-18-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-18-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-18-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-19-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-19-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-19-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-19-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-19-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-20-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-20-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-20-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-20-2025","Instagram","pinkwhitney","","","1","1,219","1,219","","0","1","0","0","0","1,198","21","0",""
"02-20-2025","Instagram","tequilacazadores","","","1","74","74","","0","1","0","0","0","70","4","0","#TequilaCazadores, #RealTequilaForRealPeople"
"02-21-2025","Instagram","devilsreserve","","","1","51","51","","0","1","0","0","0","42","9","22","#raisealittlehell"
"02-21-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-21-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-21-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-21-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-22-2025","Instagram","devilsreserve","","","1","60","60","","0","1","0","0","0","50","10","9",""
"02-22-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-22-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-22-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-22-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-23-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-23-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-23-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-23-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-23-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-24-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-24-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-24-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-24-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-24-2025","Instagram","tequilacazadores","","","1","97","97","","1","0","0","0","0","97","0","0","#TequilaCazadores, #RealTequilaForRealPeople, #BartenderDay"
"02-25-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-25-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-25-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-25-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-25-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-26-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-26-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-26-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-26-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-26-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-27-2025","Instagram","devilsreserve","","","1","36","36","","0","1","0","0","0","32","4","9",""
"02-27-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-27-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-27-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-27-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-28-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-28-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-28-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-28-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"02-28-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-01-2025","Instagram","devilsreserve","","","1","28","28","","0","1","0","0","0","23","5","3",""
"03-01-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-01-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-01-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-01-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-02-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-02-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-02-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-02-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-02-2025","Instagram","tequilacazadores","","","1","101","101","","0","0","1","0","0","95","6","0","#TequilaCazadores, #RealTequilaForRealPeople, #OscarAwards"
"03-03-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-03-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-03-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-03-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-03-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-04-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-04-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-04-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-04-2025","Instagram","pinkwhitney","","","1","1,040","1,040","","0","1","0","0","0","1,035","5","0",""
"03-04-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-05-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-05-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-05-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-05-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-05-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-06-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-06-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-06-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-06-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-06-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-07-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-07-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-07-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-07-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-07-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-08-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-08-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-08-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-08-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-08-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-09-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-09-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-09-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-09-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-09-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-10-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-10-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-10-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-10-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-10-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-11-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-11-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-11-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-11-2025","Instagram","pinkwhitney","","","1","5,132","5,132","","0","0","1","0","0","5,119","13","0",""
"03-11-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-12-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-12-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-12-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-12-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-12-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-13-2025","Instagram","devilsreserve","","","1","35","35","","1","0","0","0","0","30","5","0",""
"03-13-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-13-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-13-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-13-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-14-2025","Instagram","devilsreserve","","","1","55","55","","0","1","0","0","0","51","4","8","#FridayBeers"
"03-14-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-14-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-14-2025","Instagram","pinkwhitney","","","1","7,635","7,635","","0","0","1","0","0","7,602","33","0",""
"03-14-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-15-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-15-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-15-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-15-2025","Instagram","pinkwhitney","","","1","24,628","24,628","","1","0","0","0","0","24,470","158","0",""
"03-15-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-16-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-16-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-16-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-16-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-16-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-17-2025","Instagram","devilsreserve","","","1","43","43","","1","0","0","0","0","40","3","0",""
"03-17-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-17-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-17-2025","Instagram","pinkwhitney","","","2","25,392","12,696","","1","0","1","0","0","25,258","134","0",""
"03-17-2025","Instagram","tequilacazadores","","","1","84","84","","0","1","0","0","0","83","1","0","#tequilacazadores, #StPatricksDay, #RealTequilaForRealPeople"
"03-18-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-18-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-18-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-18-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-18-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-19-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-19-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-19-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-19-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-19-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-20-2025","Instagram","devilsreserve","","","1","33","33","","0","1","0","0","0","31","2","4",""
"03-20-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-20-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-20-2025","Instagram","pinkwhitney","","","1","9,199","9,199","","0","0","1","0","0","9,181","18","0",""
"03-20-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-21-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-21-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-21-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-21-2025","Instagram","pinkwhitney","","","1","3,190","3,190","","0","0","1","0","0","3,175","15","0",""
"03-21-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-22-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-22-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-22-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-22-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-22-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-23-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-23-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-23-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-23-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-23-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-24-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-24-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-24-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-24-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-24-2025","Instagram","tequilacazadores","","","1","56","56","","0","1","0","0","0","52","4","0","#TequilaCazadores, #RealTequilaForRealPeople, #NationalCocktailDay"
"03-25-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-25-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-25-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-25-2025","Instagram","pinkwhitney","","","1","1,102","1,102","","1","0","0","0","0","1,093","9","0",""
"03-25-2025","Instagram","tequilacazadores","","","1","37","37","","0","0","1","0","0","37","0","0","#TequilaCazadores, #RealTequilaForRealPeople"
"03-26-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-26-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-26-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-26-2025","Instagram","pinkwhitney","","","1","2,889","2,889","","0","1","0","0","0","2,882","7","0",""
"03-26-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-27-2025","Instagram","devilsreserve","","","1","39","39","","0","1","0","0","0","36","3","2",""
"03-27-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-27-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-27-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-27-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-28-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-28-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-28-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-28-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-28-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-29-2025","Instagram","devilsreserve","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-29-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-29-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-29-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-29-2025","Instagram","tequilacazadores","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-30-2025","Instagram","devilsreserve","","","1","40","40","","0","1","0","0","0","37","3","2","#fridaybeers"
"03-30-2025","Instagram","fireballwhisky","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-30-2025","Instagram","jagermeister","","","0","0","0","","","0","0","0","0","0","0","0",""
"03-30-2025","Instagram","pinkwhitney","","","0","0","0","","","0","0","0","0","0","0","0",""
