"Date","Instagram Profile","Followers","Net Follower Growth","Followers Gained","Followers Lost","Following","Net Following Growth","Published Posts","Views","Reach","Organic Engagements","Organic Likes","Organic Comments","Organic Shares","Organic Saves","Story Replies","Engagement Rate (per View)"
"05-18-2025","devilsreserve","906","3","3","0","28","0","3","426","118","0","0","0","0","0","0","0%"
"05-19-2025","devilsreserve","906","0","0","0","28","0","0","582","162","0","0","0","0","0","0","0%"
"05-20-2025","devilsreserve","908","2","5","3","28","0","3","399","205","6","1","0","1","0","4","1.5%"
"05-21-2025","devilsreserve","909","1","1","0","28","0","0","223","90","3","1","0","2","0","0","1.35%"
"05-22-2025","devilsreserve","908","-1","3","4","28","0","2","395","144","4","2","0","1","1","0","1.01%"
"05-23-2025","devilsreserve","912","4","4","0","28","0","0","185","25","1","1","0","0","0","0","0.54%"
"05-24-2025","devilsreserve","914","2","2","0","28","0","0","62","18","1","0","0","0","1","0","1.61%"
"05-25-2025","devilsreserve","914","0","3","3","28","0","0","326","38","0","0","0","0","0","0","0%"
"05-26-2025","devilsreserve","919","5","6","1","28","0","1","547","205","26","20","0","6","0","0","4.75%"
"05-27-2025","devilsreserve","920","1","1","0","28","0","4","580","174","8","6","0","2","0","0","1.38%"
"05-28-2025","devilsreserve","922","2","2","0","28","0","5","673","249","12","8","1","2","1","0","1.78%"
"05-29-2025","devilsreserve","925","3","3","0","28","0","0","344","99","26","25","0","1","0","0","7.56%"
"05-30-2025","devilsreserve","926","1","1","0","28","0","4","687","210","31","28","1","2","0","0","4.51%"
"05-31-2025","devilsreserve","926","0","1","1","28","0","0","535","135","9","7","2","0","0","0","1.68%"
"06-01-2025","devilsreserve","930","4","5","1","28","0","5","759","350","2","2","0","0","0","0","0.26%"
"06-02-2025","devilsreserve","932","2","3","1","28","0","0","316","114","50","39","2","9","0","0","15.82%"
"06-03-2025","devilsreserve","934","2","5","3","28","0","1","734","256","31","13","18","0","0","0","4.22%"
"06-04-2025","devilsreserve","936","2","2","0","28","0","0","628","175","43","33","5","3","2","0","6.85%"
"06-05-2025","devilsreserve","935","-1","0","1","28","0","5","970","327","15","6","7","0","0","2","1.55%"
"06-06-2025","devilsreserve","936","1","4","3","28","0","3","581","273","46","32","6","5","2","1","7.92%"
"06-07-2025","devilsreserve","942","6","6","0","28","0","1","587","193","16","8","7","1","0","0","2.73%"
"06-08-2025","devilsreserve","942","0","0","0","28","0","2","541","284","45","21","0","24","0","0","8.32%"
"06-09-2025","devilsreserve","944","2","2","0","28","0","7","1,459","538","35","31","2","1","1","0","2.4%"
"06-10-2025","devilsreserve","945","1","3","2","28","0","0","466","306","8","5","0","3","0","0","1.72%"
"06-11-2025","devilsreserve","949","4","5","1","28","0","5","798","244","0","0","0","0","0","0","0%"
"06-12-2025","devilsreserve","952","3","3","0","28","0","1","370","135","21","19","1","1","0","0","5.68%"
"06-13-2025","devilsreserve","955","3","4","1","28","0","1","189","83","7","4","0","0","3","0","3.7%"
"06-14-2025","devilsreserve","957","2","2","0","28","0","0","126","54","10","10","0","0","0","0","7.94%"
"06-15-2025","devilsreserve","959","2","2","0","28","0","0","203","44","4","2","0","1","1","0","1.97%"
"06-16-2025","devilsreserve","966","7","7","0","28","0","0","139","29","1","0","0","1","0","0","0.72%"
"06-17-2025","devilsreserve","966","0","0","0","28","0","0","195","34","5","5","0","0","0","0","2.56%"
"06-18-2025","devilsreserve","969","3","5","2","28","0","1","253","93","3","3","0","0","0","0","1.19%"
"06-19-2025","devilsreserve","970","1","1","0","28","0","1","454","154","22","20","2","0","0","0","4.85%"
"06-20-2025","devilsreserve","974","4","6","2","28","0","1","530","145","17","13","0","2","2","0","3.21%"
"06-21-2025","devilsreserve","976","2","4","2","28","0","1","400","338","14","10","0","1","1","2","3.5%"
"06-22-2025","devilsreserve","977","1","2","1","28","0","0","160","75","3","2","0","1","0","0","1.88%"
"06-23-2025","devilsreserve","978","1","3","2","28","0","1","231","101","19","16","0","2","1","0","8.23%"
